Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
3,121,130,1,112,34,48,43,0,0,0,0,0,0,0,0,0,0
36,20,121,42,126,27,46,15,109,60,64,129,110,63,82,19,12,0
36,20,121,42,126,27,46,15,109,60,64,129,110,63,82,19,12,0
36,121,42,126,27,46,15,109,60,64,129,110,63,82,19,12,0,0
36,20,42,126,27,46,15,109,60,64,129,110,63,82,19,12,0,0
36,20,121,126,27,46,15,109,60,64,129,110,63,82,19,12,0,0
36,20,121,42,27,46,15,109,60,64,129,110,63,82,19,12,0,0
36,20,121,42,126,46,15,109,60,64,129,110,63,82,19,12,0,0
36,20,121,42,126,27,15,109,60,64,129,110,63,82,19,12,0,0
36,20,121,42,126,27,46,109,60,64,129,110,63,82,19,12,0,0
36,20,121,42,126,27,46,15,60,64,129,110,63,82,19,12,0,0
10,26,20,42,27,46,45,110,63,82,116,91,98,93,23,19,62,68
10,26,20,42,27,46,45,110,63,82,116,91,98,93,23,19,62,68
10,20,42,27,46,45,110,63,82,116,91,98,93,23,19,62,68,0
10,26,42,27,46,45,110,63,82,116,91,98,93,23,19,62,68,0
10,26,20,27,46,45,110,63,82,116,91,98,93,23,19,62,68,0
10,26,20,42,46,45,110,63,82,116,91,98,93,23,19,62,68,0
10,26,20,42,27,45,110,63,82,116,91,98,93,23,19,62,68,0
10,26,20,42,27,46,110,63,82,116,91,98,93,23,19,62,68,0
10,26,20,42,27,46,45,63,82,116,91,98,93,23,19,62,68,0
10,26,20,42,27,46,45,110,82,116,91,98,93,23,19,62,68,0
34,20,42,27,46,15,109,63,19,41,94,0,0,0,0,0,0,0
34,20,42,27,46,15,109,63,82,19,41,94,0,0,0,0,0,0
34,20,42,27,46,15,109,63,82,19,41,94,0,0,0,0,0,0
34,42,27,46,15,109,63,82,19,41,94,0,0,0,0,0,0,0
34,20,27,46,15,109,63,82,19,41,94,0,0,0,0,0,0,0
34,20,42,46,15,109,63,82,19,41,94,0,0,0,0,0,0,0
34,20,42,27,15,109,63,82,19,41,94,0,0,0,0,0,0,0
34,20,42,27,46,109,63,82,19,41,94,0,0,0,0,0,0,0
34,20,42,27,46,15,63,82,19,41,94,0,0,0,0,0,0,0
34,20,42,27,46,15,109,82,19,41,94,0,0,0,0,0,0,0
13,24,76,77,13,55,0,0,0,0,0,0,0,0,0,0,0,0
13,24,76,77,13,55,0,0,0,0,0,0,0,0,0,0,0,0
13,24,76,77,13,55,0,0,0,0,0,0,0,0,0,0,0,0
13,76,77,13,55,0,0,0,0,0,0,0,0,0,0,0,0,0
13,24,77,13,55,0,0,0,0,0,0,0,0,0,0,0,0,0
13,24,76,13,55,0,0,0,0,0,0,0,0,0,0,0,0,0
13,24,76,77,55,0,0,0,0,0,0,0,0,0,0,0,0,0
13,24,76,77,13,0,0,0,0,0,0,0,0,0,0,0,0,0
13,24,76,77,13,55,0,0,0,0,0,0,0,0,0,0,0,0
13,24,76,77,13,55,0,0,0,0,0,0,0,0,0,0,0,0
18,121,15,109,19,0,0,0,0,0,0,0,0,0,0,0,0,0
18,121,15,109,19,0,0,0,0,0,0,0,0,0,0,0,0,0
18,15,109,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,121,109,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,121,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,121,15,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,121,15,109,19,0,0,0,0,0,0,0,0,0,0,0,0,0
18,15,109,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,121,109,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,121,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,42,28,17,74,115,113,84,0,0,0,0,0,0,0,0,0,0
39,42,28,17,74,115,113,84,0,0,0,0,0,0,0,0,0,0
39,28,17,74,115,113,84,0,0,0,0,0,0,0,0,0,0,0
39,42,17,74,115,113,84,0,0,0,0,0,0,0,0,0,0,0
39,42,28,74,115,113,84,0,0,0,0,0,0,0,0,0,0,0
39,42,28,17,115,113,84,0,0,0,0,0,0,0,0,0,0,0
39,42,28,17,74,113,84,0,0,0,0,0,0,0,0,0,0,0
39,42,28,17,74,115,84,0,0,0,0,0,0,0,0,0,0,0
39,42,28,17,74,115,113,0,0,0,0,0,0,0,0,0,0,0
39,42,28,17,74,115,84,0,0,0,0,0,0,0,0,0,0,0
26,42,125,21,65,59,35,85,37,16,114,31,54,2,0,0,0,0
26,42,125,21,65,59,35,85,37,16,114,31,54,2,0,0,0,0
26,125,21,65,59,35,85,37,16,114,31,54,2,0,0,0,0,0
26,125,21,65,59,35,85,37,16,114,31,54,2,0,0,0,0,0
26,42,21,65,59,35,85,37,16,114,31,54,2,0,0,0,0,0
26,42,125,65,59,35,85,37,16,114,31,54,2,0,0,0,0,0
26,42,125,21,59,35,85,37,16,114,31,54,2,0,0,0,0,0
26,42,125,21,65,35,85,37,16,114,31,54,2,0,0,0,0,0
26,42,125,21,65,59,85,37,16,114,31,54,2,0,0,0,0,0
26,42,125,21,65,59,35,37,16,114,31,54,2,0,0,0,0,0
24,42,65,126,92,109,32,41,38,70,54,2,0,0,0,0,0,0
24,42,65,126,92,109,32,41,38,70,54,2,0,0,0,0,0,0
24,65,126,92,109,32,41,38,70,54,2,0,0,0,0,0,0,0
24,42,126,92,109,32,41,38,70,54,2,0,0,0,0,0,0,0
24,42,65,92,109,32,41,38,70,54,2,0,0,0,0,0,0,0
24,42,65,126,109,32,41,38,70,54,2,0,0,0,0,0,0,0
24,42,65,126,92,32,41,38,70,54,2,0,0,0,0,0,0,0
24,42,65,126,92,109,41,38,70,54,2,0,0,0,0,0,0,0
24,42,65,126,92,109,32,38,70,54,2,0,0,0,0,0,0,0
24,42,65,126,92,109,32,41,70,54,2,0,0,0,0,0,0,0
25,121,42,6,109,45,71,14,38,101,54,79,0,0,0,0,0,0
25,121,42,6,109,45,71,14,38,36,101,54,79,0,0,0,0,0
25,121,42,6,109,45,71,14,38,36,101,54,79,0,0,0,0,0
25,42,6,109,45,71,14,38,36,101,54,79,0,0,0,0,0,0
25,121,6,109,45,71,14,38,36,101,54,79,0,0,0,0,0,0
25,121,42,109,45,71,14,38,36,101,54,79,0,0,0,0,0,0
25,121,42,6,45,71,14,38,36,101,54,79,0,0,0,0,0,0
25,121,42,6,109,71,14,38,36,101,54,79,0,0,0,0,0,0
25,121,42,6,109,45,14,38,36,101,54,79,0,0,0,0,0,0
25,121,42,6,109,45,71,38,36,101,54,79,0,0,0,0,0,0
31,56,72,57,47,111,78,0,0,0,0,0,0,0,0,0,0,0
31,56,72,57,47,111,78,0,0,0,0,0,0,0,0,0,0,0
31,72,57,47,111,78,0,0,0,0,0,0,0,0,0,0,0,0
31,56,57,47,111,78,0,0,0,0,0,0,0,0,0,0,0,0
31,56,72,47,111,78,0,0,0,0,0,0,0,0,0,0,0,0
31,56,72,57,111,78,0,0,0,0,0,0,0,0,0,0,0,0
31,56,72,57,47,78,0,0,0,0,0,0,0,0,0,0,0,0
31,56,72,57,47,111,0,0,0,0,0,0,0,0,0,0,0,0
31,56,72,57,47,111,78,0,0,0,0,0,0,0,0,0,0,0
31,56,72,57,47,111,78,0,0,0,0,0,0,0,0,0,0,0
5,70,105,111,66,78,0,0,0,0,0,0,0,0,0,0,0,0
5,70,105,111,66,78,0,0,0,0,0,0,0,0,0,0,0,0
5,105,111,66,78,0,0,0,0,0,0,0,0,0,0,0,0,0
5,70,111,66,78,0,0,0,0,0,0,0,0,0,0,0,0,0
5,70,105,66,78,0,0,0,0,0,0,0,0,0,0,0,0,0
5,70,105,111,78,0,0,0,0,0,0,0,0,0,0,0,0,0
5,70,105,111,66,78,0,0,0,0,0,0,0,0,0,0,0,0
5,70,105,111,66,0,0,0,0,0,0,0,0,0,0,0,0,0
5,70,105,111,66,78,0,0,0,0,0,0,0,0,0,0,0,0
5,70,105,111,66,78,0,0,0,0,0,0,0,0,0,0,0,0
0,121,45,71,103,61,119,0,0,0,0,0,0,0,0,0,0,0
0,121,45,71,103,61,119,0,0,0,0,0,0,0,0,0,0,0
0,45,71,103,61,119,0,0,0,0,0,0,0,0,0,0,0,0
0,121,71,103,61,119,0,0,0,0,0,0,0,0,0,0,0,0
0,121,45,103,61,119,0,0,0,0,0,0,0,0,0,0,0,0
0,121,45,71,61,119,0,0,0,0,0,0,0,0,0,0,0,0
0,121,45,71,103,119,0,0,0,0,0,0,0,0,0,0,0,0
0,121,45,71,103,61,0,0,0,0,0,0,0,0,0,0,0,0
0,121,45,71,103,61,119,0,0,0,0,0,0,0,0,0,0,0
0,121,45,71,61,119,0,0,0,0,0,0,0,0,0,0,0,0
2,100,86,9,95,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,86,9,95,0,0,0,0,0,0,0,0,0,0,0,0,0
2,86,9,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,9,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,86,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,86,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,86,9,95,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,86,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,86,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100,9,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,18,10,44,25,0,0,0,0,0,0,0,0,0,0,0,0,0
38,18,10,44,25,0,0,0,0,0,0,0,0,0,0,0,0,0
